SubjectID,pt_cond,emot_cond,exper,mainfeel_1,mainfeel_2,mainfeel_3,main_expl,mainfeel_prob,mainfeel_prob_comment,happy,shocked,hopeful,angry,compass,interest,disgust,mad,curious,afraid,grateful,proud,surprise,amused,down,worried,frustrated,sad,embarrass,guilt,selfanger,symp,melfeel_1,melfeel_2,melfeel_3,melexpl,mhappy,mshocked,mhope,mangry,mselfanger,minterest,mdisgust,mmad,mcurious,mafraid,mgrateful,mproud,msurprise,mamused,mdown,mworried,mfrustrate,msad,membarrass,mguilty,pleas,selfag,targag,otherag,sitag,mixag,selfpow,targpow,othpow,noonepow,sitcont,immoral,m_pleas,m_selfag,m_otherag,m_sitag,m_mixag,m_selfpow,m_otherpow,m_noonepow,m_sitpow,m_immoral,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_10,iri_11,iri_15,iri_29,iri_30,iri_32,iri_33,iri_34,iri2_19,iri2_22,iri2_23,iri2_24,iri2_25,iri2_28,iri2_35,iri2_36,iri2_37,iri2_38,iri2_39,iri2_40,iri2_41,iri2_42,ssc,ideol,age,female,black,asian,latino,white,other,mideast,natam,pacisl,mom_ed,dad_ed,expcomment,language,inattentionORsuspicion,minorproblem
305,1,1,Jacob,Sympathetic,,,Although I don't have any major connection with the participant; everybody has encountered a moment when nothing seems to go as planned.  The writer's note doesn't affect me personally in any way; but hearing of another person's struggle never makes me feel better about myself.,0,,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,Upset,Disappointed,Sad,The writer had a very important event planned with a friend which she was unable to attend due to a promise that couldn't be kept by a third party.  She seemed devastated by the fact that she couldn't be with her close friend for an important weekend.,1,1,2,3,1,4,1,3,1,1,1,1,1,1,4,2,3,5,1,1,4,1,3,4,3,5,1,4,4,2,2,2,5,3,4,3,4,3,4,3,3,2,4,3,3,2,2,1,4,4,2,3,3,3,3,4,4,3,3,3,4,2,3,2,1,3,2,2,2,1,20,3,19,0,0,0,0,1,0,0,0,0,7,7,The participant thought the purpose of the study was to become in-tune with one's own emotions to better connect with someone else. / Participant was able to recall the content and instructions well. / Believe they could do the task well.,0,0,0
310,2,2,Jacob,frustration,disappointment,upset,,0,,1,2,1,3,5,5,1,4,1,1,1,1,2,1,1,1,4,3,1,2,1,5,fuming,really upset,angry,,1,2,1,5,1,1,1,5,1,1,1,1,1,1,2,2,5,2,1,1,4,2,5,2,3,5,1,1,5,2,4,3,5,2,5,5,3,1,5,2,2,4,2,5,1,1,5,4,5,2,1,2,5,4,5,3,1,5,4,5,4,5,1,2,1,4,2,1,2,1,21,6,19,1,0,0,0,1,0,0,0,0,8,7,,0,0,0
312,1,2,Jacob,Upset,disappointed,sympathetic,I feel bad for the girl; she missed out on her best friends bachelorette party because another one of her friends lied to her about getting his car fixed. ,0,,1,2,1,2,3,3,2,2,2,1,1,1,3,1,2,1,1,2,1,1,1,4,Let down,hurt,upset,One of her friends lied to her and promised to get his car fixed and then take her to New York. That was probably such a bad feeling for her when the car broke down.,2,3,2,4,2,2,2,4,1,2,1,1,3,1,4,1,5,5,2,2,4,1,2,5,1,4,1,3,5,1,1,4,5,3,5,1,2,2,5,1,1,5,4,2,4,2,4,5,4,4,2,2,5,1,3,2,4,2,4,4,NA,2,2,5,1,3,2,2,5,2,22,5,19,0,0,0,0,1,0,0,0,0,8,8,Thought it was difficult to remain completely objective. / Nothing else to note.,0,0,0
313,1,1,Jacob,Sad,Frustrated,Sympathetic,This person ended up missing her best friend's bachelorette party because of a friend's car trouble. Putting myself in that situation; I know how frustrated and upset I would be; not able to get to the party and being completely helpless to do anything about it.,0,,1,2,1,2,4,5,1,3,5,1,1,1,3,1,3,3,5,4,1,1,1,5,Depressed,Upset,Frustrated,,1,3,1,4,2,1,1,4,1,2,1,1,4,1,5,4,5,5,2,2,4,1,3,3,5,4,1,3,3,4,4,1,5,4,5,4,5,3,3,4,4,2,4,4,2,2,4,5,5,5,1,3,5,2,4,2,4,4,5,5,3,3,5,2,2,5,2,2,4,2,22,3,19,0,0,0,0,1,0,0,0,0,7,8,Thought it was difficult to remain object. Easy to get caught up in the other person's emotions. / Suspected something was a little odd when the participant realized that their letter wouldn't suit the questions in the questionnaire.,0,0,1
404,2,1,Sophie,Sad,Understanding,Curious,,0,,1,3,1,2,3,5,1,1,5,1,3,1,3,1,2,1,1,5,1,1,1,4,Sad,Disappointed,Upset,,1,4,1,4,3,1,4,3,1,3,1,1,3,3,5,4,4,5,2,3,3,1,2,5,2,5,1,3,4,2,1,1,5,4,4,3,5,2,4,2,2,1,4,3,2,2,3,2,5,2,2,1,2,4,2,3,2,2,5,3,5,3,4,3,2,4,4,2,2,1,20,6,19,0,0,0,0,1,0,0,0,0,3,3,Subject seemed to take the study seriously; he explained the contents of the letter and remembered the way I told him to read it.  He didn't think there was more to the study than met the eye.,0,0,0
411,1,2,Sophie,Sympathetic,,,The letter writer had really unfortunate luck. I would be more annoyed for her but I was told to be detached while reading it so I tried to push away that kind of strong emotion.,0,,1,2,1,2,4,3,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,4,Angry,Upset,,She missed something she had been planning for ages; and was lied to by her friend. She has every right to be mad and disappointed.,1,4,1,5,3,1,3,5,1,1,1,1,3,1,5,2,5,5,1,1,5,1,1,4,4,4,1,1,5,1,2,3,5,1,5,1,1,1,5,1,1,4,3,4,4,2,4,4,5,4,2,2,3,3,4,1,4,3,4,4,3,4,4,3,2,4,3,2,4,2,20,5,19,1,0,1,0,0,0,0,0,0,8,7,Subject remembered the way I asked them to read the letter.  She said that in order to remain objective; she tried to push away the emotions whenever she started to feel them. ,0,0,0
416,1,1,Sophie,sad,annoyed,confused,,0,,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,2,2,1,1,1,3,Sadness,Anger,Disappointment,,1,2,1,3,2,1,2,2,1,2,1,1,2,2,4,2,3,5,3,4,2,1,2,3,4,3,1,2,2,3,3,2,2,3,4,3,4,2,2,3,3,2,3,3,4,3,2,2,4,3,2,2,3,3,3,2,3,4,4,1,4,2,4,3,2,4,3,3,2,1,21,6,19,0,0,0,0,1,0,0,0,0,8,7,,0,0,0
438,2,2,Sophie,Frustration,Empathy,Disbelief,It is interesting that I read a letter about a frustrating incident; just as I had wrote about a series of frustrating incidents that happened to me. This person's letter includes frustration towards a person rather than situations like me; but I can still empathize nonetheless.,0,,1,2,2,NA,4,2,5,5,2,5,1,1,2,2,3,3,5,3,1,1,4,5,Upset,Regret,Disbelief,Clearly states feelings of disbelief and still being upset about the situation,1,5,2,5,4,1,5,2,1,1,5,1,3,1,4,2,5,2,3,3,3,1,1,5,2,5,1,3,5,1,1,4,5,3,5,2,3,3,5,2,2,4,4,4,2,3,4,3,4,4,2,3,5,3,4,2,2,3,5,5,4,3,3,4,1,3,3,1,5,4,20,5,19,1,0,1,0,0,0,0,0,0,8,8,,0,0,0
442,2,1,Sophie,Sadness,Sympathy,Anger,I feel sad and sympathetic for this girl because she missed her best friend's wedding due to a defective part of a car; and missing this wedding seemed to crush her. I also feel a little bit of anger because of the new part being defective. Whether it was the fault of the repair shop worker or not; it angers me that they used a defective part and did not make sure that it would work beforehand.,0,,1,2,3,4,1,4,3,4,2,1,3,1,3,1,2,3,3,4,1,1,1,5,Sadness,Feeling down,Contempt,,1,4,3,5,1,1,5,5,1,3,1,1,3,1,5,4,5,5,2,1,2,1,1,5,4,5,1,1,5,4,1,3,4,3,4,4,5,2,4,3,4,2,4,4,3,3,3,2,4,3,3,1,4,5,5,3,2,3,3,4,4,5,4,2,2,4,4,2,4,2,23,6,19,0,0,0,0,1,0,0,0,0,8,8,Subject said he never would have guessed that the letter hadn't been written by another participant.,0,0,0
445,1,2,Sophie,Annoyed,Angry,Understanding,,0,,1,1,1,3,4,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,5,Upset,Angry,Frustrated,,1,1,1,5,1,1,2,5,1,1,1,1,1,1,3,1,5,1,1,1,3,1,2,5,NA,5,1,2,5,1,2,2,4,2,5,2,1,2,5,1,1,2,4,5,2,2,5,5,4,5,2,1,3,1,3,1,1,2,5,3,4,2,2,5,2,4,5,1,4,3,18,6,19,1,0,0,0,1,0,0,0,0,8,7,Subject said she did her best to remain objective; she did so by trying not to think about Melissa's emotions.  When I asked if she thought there was anything more to the study than meets the eye; she said that she didn't believe the letter was written by a previous participant.,0,0,1
446,2,1,Sophie,dissapointment,sorrow,regret,,0,,1,2,2,3,5,2,1,3,1,1,1,1,2,1,4,2,3,4,1,1,1,5,regret,anger,sorrow,she was upset that she missed being there for her best friend,1,3,1,4,5,3,3,4,1,1,1,1,2,1,4,2,4,5,1,1,5,1,2,4,2,1,1,2,5,2,3,1,5,3,2,4,2,3,4,2,3,1,4,2,3,5,2,1,4,2,3,3,2,4,3,4,2,2,3,3,1,2,5,2,2,5,3,1,2,1,22,2,19,0,0,0,0,1,0,0,0,0,4,7,Subject seemed like he really didn't want to be doing this study; he didn't seem to take it very seriously.,0,1,0
447,1,1,Sophie,neutral,bored,,I feel a bit of sadness; but not entirely.,0,,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,sad,ashamed,disappointed,she was disappointed that she missed her best friend's bachorette party,1,2,2,2,3,1,1,3,1,1,1,1,2,1,4,2,4,4,2,2,4,1,2,3,3,3,1,2,2,2,1,1,4,3,2,2,3,2,2,2,1,1,4,4,3,3,4,4,4,4,2,2,3,2,4,2,4,4,4,4,4,3,4,4,2,3,4,3,4,3,19,4,19,1,0,1,0,0,0,0,0,0,1,1,,0,0,0
453,2,2,Sophie,sympathetic,angry,dissapointed,somebody lied to her and that made her miss a party. I would feel awful and I'm sympathetic being angry at that friend and disappointed that she couldn't make it.,0,,1,2,1,4,3,3,2,4,3,1,1,1,2,1,2,1,5,4,1,1,1,4,angry,upset ,dissapointed,,1,3,1,5,1,1,2,4,1,1,1,1,1,1,3,1,5,4,1,1,2,1,1,5,1,2,1,1,5,1,1,5,5,1,5,1,1,1,5,1,1,5,4,2,4,4,3,4,4,4,3,3,3,2,2,4,3,2,3,2,3,2,4,3,4,2,3,3,2,1,20,3,19,0,0,0,0,1,0,0,0,0,8,7,,0,0,0
454,1,1,Sophie,detached,empathy,,,0,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,sadness,regret,disappointment,,2,4,2,5,5,3,1,4,1,1,1,1,1,1,4,3,5,5,2,5,1,1,1,3,4,3,1,1,1,4,3,1,5,3,2,4,4,3,4,2,3,1,2,4,2,1,4,1,4,3,1,2,3,4,4,3,1,3,4,4,4,4,2,3,1,4,3,1,3,1,18,4,19,1,0,0,0,1,0,0,0,0,7,7,Subject seemed attentive and explained the letter correctly; saying that she did a good job remaining objective.  She said she tried to remain objective by looking at the situation from an outside perspective and not putting herself in Melissa's shoes.,0,0,0
473,1,1,Sophie,pity,uncertainty,sadness,I wish I could hear this letter writer's sad story in person so I could try to make them feel better or something. But I'm not supposed to get too involved; so I'm not sure how to react.,0,,2,1,1,1,4,2,1,1,4,1,1,1,1,1,3,2,1,4,1,1,3,4,shocked,regretful,helpless,"She missed her best friend's bachelorette party due to things out of control her control; and felt ""stuck"" in Ann Arbor when she wished she could go but wasn't able to find any flights.",1,4,1,2,2,1,1,3,1,1,1,1,2,1,5,2,3,4,1,2,2,1,1,2,5,5,1,1,2,3,4,1,5,2,2,5,4,2,1,4,4,1,5,5,1,2,5,3,5,2,1,2,4,3,5,2,4,4,4,5,3,4,2,3,1,3,3,1,5,2,20,5,19,1,0,1,0,0,0,0,0,0,4,8,,0,0,0
503,1,2,Xinhao,Its a bummer that she missed the party,She needs to improve her communication with her soon to be married friend.,That was dishonest of her friend to not fix his car,I put thoughts instead of feelings above. Whoops. here are feelings I felt: disinterest; annoyance; I dont think I would like the writer she seems basic,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Frustration,Anger,regret,,1,2,1,5,5,1,3,5,1,1,1,1,2,1,4,2,5,3,4,4,5,1,3,4,2,3,1,3,4,1,1,3,5,1,5,2,2,1,5,1,1,4,2,5,1,2,5,2,5,1,1,3,5,3,4,1,1,5,5,5,5,5,1,2,1,5,5,1,3,1,23,7,19,1,0,0,0,1,0,0,0,0,7,8,The participant figured out that the study was about empathy; but she did not find anything confusing or odd in the study. ,0,0,0
505,2,1,Xinhao,sympathy,,,I could relate to the feeling that the girl has. ,0,,1,2,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,Upset,,,She was upset at the fact that she missed her best friend's bachelorette party in NYC due to transportation issues that were out of her control.,1,2,1,4,3,1,2,4,1,1,1,1,NA,1,4,3,3,4,3,1,1,1,1,3,4,3,1,1,4,1,3,1,4,2,4,4,3,3,3,1,3,1,3,4,4,2,3,4,4,4,3,3,3,3,4,4,3,3,3,3,5,3,2,3,1,2,4,3,4,3,21,2,19,0,0,0,0,0,0,0,0,1,7,7,The participant recalled the letter very well; he didn't find anything confusing or odd and he did not think there is more to the study than meets the eye. ,0,0,0
506,1,1,Xinhao,sad,overwhelmed,empathetic ,,0,,1,1,1,1,3,2,1,1,2,1,1,2,1,2,4,4,2,4,1,1,1,4,upset,sad,shocked,,1,4,1,3,4,1,1,4,1,1,1,1,3,1,5,2,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,4,3,1,5,4,1,1,4,3,3,2,2,2,3,4,4,3,5,2,1,5,4,4,1,4,1,5,5,5,2,4,4,2,3,5,2,5,2,22,5,19,1,0,0,0,1,0,0,0,0,7,8,The participant wrote the letter very fast; and she thought the study is about how people associate their own feelings to other people's experience. She did not think there was more to the study than meets the eye. ,0,0,0
512,2,2,Xinhao,I am upset,I am sad,I just want to cry,I don't like when people lie to me and feel this letter in particular was just the last straw.  ,0,,1,4,1,4,2,1,4,4,2,1,1,1,1,1,4,3,3,4,1,1,1,3,Upset,Angry,Shocked,The writer couldn't believe that her friend lied to her. Unfortunately; it came back to haunt both of them.,1,4,1,5,4,1,4,4,1,1,1,1,3,1,4,4,5,4,3,3,4,1,2,5,1,4,1,4,4,1,1,4,5,2,5,1,4,4,4,1,1,4,4,2,4,3,1,2,2,2,3,1,1,3,4,2,4,2,2,2,2,1,2,2,2,2,1,3,3,2,21,6,19,0,1,0,0,0,0,0,0,0,7,8,,0,0,0
518,2,1,Xinhao ,Empathy,Understanding ,Interested ,,0,,1,2,3,1,1,2,1,1,3,1,2,1,2,1,1,2,1,2,1,1,1,5,Excitement ,Sadness ,Anger ,,1,2,1,3,2,1,1,3,1,1,1,1,1,1,5,1,5,5,1,1,2,1,1,3,4,5,1,1,1,3,2,1,4,1,3,3,4,1,2,3,3,1,5,5,3,2,4,4,4,5,1,2,3,2,3,1,4,3,4,4,5,2,3,4,1,3,4,3,4,3,19,3,19,1,0,0,0,1,0,0,0,0,8,7,The participant was wondering how the questions in the survey are related to the study. ,0,0,0
519,2,1,Xinhao,Sympathy,,,The girl described missing her best friend' s bachelorette party because of car troubles; and I feel sympathy for her.,0,,2,1,1,1,3,3,1,1,3,1,1,1,1,3,1,1,1,3,1,1,1,4,Sadness,Regret,Frustration,,1,3,2,3,2,2,1,3,1,1,1,1,3,1,5,2,4,5,1,2,5,1,1,1,5,5,1,2,3,4,4,1,5,1,1,5,4,2,2,4,4,1,3,2,3,2,3,4,4,4,2,3,4,1,4,2,4,2,3,3,2,2,2,5,2,3,4,2,4,2,22,6,19,1,0,0,0,1,0,0,0,0,8,8,The participant guessed the study is related to empathy. ,0,0,0
521,1,1,Xinhao,sorrow,regret,empathy,,0,,1,2,1,3,4,1,2,2,1,1,1,1,2,2,3,1,4,3,1,1,2,4,sorrow,disappointment ,regret,,1,4,1,3,2,1,4,4,1,1,1,1,4,1,5,1,5,5,1,2,3,1,2,3,4,5,1,4,4,2,1,1,5,1,2,4,5,1,1,4,3,1,3,5,2,1,4,3,5,2,1,1,5,2,3,2,2,4,5,4,5,3,3,3,1,5,4,1,3,2,20,5,19,1,0,0,0,1,0,0,0,0,7,8,The participant said the letter is very in-person; and she said she is not very good at remaining objective in the study. ,0,0,0
529,1,2,Xinhao,Frustrated,Drained,Understanding,I am frustrated and drained from the letter I wrote myself--the experience I wrote about is really taking a toll on me mentally. I am understanding because I objectively understand the frustrations of the issue presented in the letter I wrote.,0,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,Frustrated,Disappointed,Upset,,1,5,5,5,2,1,5,5,1,1,4,1,5,1,4,1,5,4,1,1,4,1,1,5,1,2,1,2,5,1,1,5,5,1,5,1,2,1,5,1,1,5,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,1,NA,4,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,3,22,4,19,1,0,0,0,1,0,0,0,0,7,8,The participant said she has experienced the same thing described in the letter; so she understood the feelings from both sides; but she was able to remain detached just as what she was asked to do.  ,0,0,0
532,2,2,Xinhao,Sympathy,Annoyance,,,0,,1,2,1,4,2,3,2,3,1,1,1,1,3,2,3,1,4,3,1,1,1,4,Frustration,Anger,Sadness,,1,4,1,5,2,1,4,5,1,1,1,1,4,1,5,2,5,5,1,1,5,1,1,5,2,1,1,1,5,1,1,4,5,1,5,1,2,1,5,1,1,4,4,3,1,1,3,2,4,2,2,2,4,2,5,1,2,4,4,4,3,3,2,2,1,4,5,1,4,1,21,4,19,0,0,0,0,1,0,0,0,0,8,7,The participant figured out that the letter wasn't written by another participant; and he thought the study is very cool.,0,1,0
535,2,2,Xinhao,Feel very bad for Melissa; bad becasue if I were her I would feel like I let my best friend down  ,anger towards the boy that lied about his car,Sad for the bachelorette because her made of honor missed her party,Putting myself in her shoes; I would feel so down on myself and guilty for missing the party. Although it wasn't her fault she missed an important event in someones life that sh is a big part of.,0,,1,4,2,4,5,4,4,4,4,1,1,1,4,1,4,4,5,1,1,1,1,5,upset,disapointed,guilty,Shes disapointed and upset at her friend for lying about the car. She feels guilty and upset for missing the party and not being their to support her best friend.,1,4,2,5,5,1,4,5,2,3,2,2,4,1,5,5,5,5,3,5,4,1,4,5,3,4,1,4,5,1,2,3,5,4,4,3,4,5,4,3,2,4,5,4,2,1,5,4,5,5,1,4,3,2,3,1,4,2,4,3,2,3,1,4,1,3,5,4,4,2,19,4,19,1,0,0,0,1,0,0,0,0,7,8,After the debriefing part; the participant still asked about whether the letter is real. ,0,0,0
601,2,2,Brooklyn,Empathy,Saddness,Frustration,I feel sad for the girl because she had to miss her best friends party and feel frustrated at the friend who lied. ,0,,3,4,4,3,5,4,2,2,4,1,5,1,4,3,2,2,3,3,1,1,1,4,Angry,annoyed,frustrated,,1,5,2,5,5,2,5,5,2,3,3,2,5,1,5,5,5,5,4,3,3,1,2,4,2,4,1,4,4,1,1,2,5,3,5,2,4,3,5,2,2,4,4,4,1,3,1,3,4,5,2,4,5,3,5,5,4,4,4,5,4,4,2,1,2,3,1,2,1,2,21,6,19,1,0,0,0,1,0,0,0,0,7,8,No comment.,0,0,0
605,2,1,Brooklyn,sad,sypathetic,depressed,,0,,2,1,2,3,1,2,3,3,1,1,2,1,2,1,4,1,2,4,1,1,1,4,distraught,dissapointed,sad,,1,3,1,4,3,1,3,4,1,1,1,1,4,1,5,4,5,5,3,5,3,1,2,4,3,4,1,1,1,4,3,1,5,3,4,3,5,2,2,3,3,1,2,3,2,3,2,4,4,2,4,2,4,4,4,3,3,3,2,4,2,4,2,2,2,5,2,2,2,1,20,3,19,0,0,0,0,1,0,0,0,0,8,7,,0,0,0
607,2,2,Brooklyn,Upset ,Sympathetic ,Frustrated ,,0,,1,3,1,3,1,3,2,3,2,4,1,1,3,1,4,4,4,2,2,1,1,NA,Furious ,Disappointed ,Upset ,,1,5,1,5,2,1,4,5,1,1,1,1,2,1,4,1,5,4,2,2,4,1,3,5,2,4,1,4,4,2,1,3,5,2,5,2,2,2,5,1,1,3,5,4,1,3,5,2,4,2,1,1,4,4,3,1,2,3,3,5,5,3,2,3,2,4,4,1,3,1,20,3,19,1,0,0,0,1,0,0,0,0,8,8,The subject found that is was difficult to take the perspective of Melissa and was finally able to do so by reading the letter a few times.,0,0,0
612,1,2,Brooklyn,Sympathetic,,,The situation described in the letter was a stroke of bad luck and I feel for the other person,0,,1,1,1,1,4,1,1,1,3,1,3,1,1,1,1,2,1,1,1,1,1,4,Sadness,Anger,Helpless,,1,2,2,3,1,1,1,3,1,1,1,1,1,1,4,4,5,4,1,1,4,1,2,3,4,4,1,3,3,4,3,1,4,1,3,4,3,2,3,3,4,2,5,4,2,2,5,4,4,4,1,1,3,1,4,1,4,3,3,3,3,3,2,2,1,3,2,2,4,2,20,6,19,1,0,1,0,0,0,0,0,0,1,7,Subject did not think she was able to remain very objective but tried to remain objective by rereading the letter and not thinking about Melissa's feelings.,0,0,0
615,2,2,Brooklyn,Upset,Betrayal,Disappointed,I feel upset for the person who was unable to make it to her friend's party because another friend lied; which led me to feel betrayal. I also feel disappointed by the friend who was supposed to drive.,0,,1,5,2,4,2,3,4,5,1,1,3,1,2,1,4,2,5,5,1,1,1,4,Upset,Frustratred,Angry,,1,4,1,5,3,1,4,5,1,2,1,1,2,1,3,2,5,5,4,1,4,1,2,5,1,2,1,3,4,2,1,4,5,2,5,1,2,1,5,1,1,5,4,4,2,2,4,2,5,3,2,2,5,4,4,1,4,3,4,5,5,4,4,1,1,3,4,1,3,2,21,6,19,1,0,0,0,0,0,1,0,0,7,8,No comment.,0,0,0
617,2,2,Brooklyn,Empathy,Frustration (on her behalf),Sympathy,The person in the letter described an experience that upset her; so I feel sympathetic and empathetic toward her. I'm also frustrated on her behalf because the actions of the person that upset her were mildly upsetting to me as well; I can understand why she feels so ticked off. ,0,,1,1,1,1,4,3,2,1,3,1,1,1,2,2,1,1,3,2,1,1,1,4,Anger,Frustration,Disappointment,The letter writer wrote about an experience that upset her; so naturally I would expect her to feel angry at the friend; frustration about the whole situation; and disappointed that she missed the bachelorette party that she helped plan. ,1,3,1,4,2,1,3,3,1,1,1,1,2,1,4,1,5,3,2,2,3,1,2,5,3,4,1,2,5,1,1,4,5,1,5,2,2,1,5,1,1,5,5,5,2,4,4,3,4,4,1,2,5,3,4,3,2,2,5,5,5,3,3,3,1,3,3,2,4,2,20,6,19,1,0,1,0,0,0,0,0,0,7,8,No comment.,0,0,0
619,1,2,Brooklyn,Anger,Disgust,Frustration,,0,,1,3,1,4,3,2,4,4,1,2,2,1,3,1,2,1,4,1,1,1,1,3,Upset,Angry,Surprised,,1,4,1,5,2,1,4,5,1,1,1,1,4,1,4,1,5,3,3,1,2,1,2,5,1,2,2,5,2,1,1,3,4,2,5,1,1,1,5,1,1,5,4,2,3,4,2,2,4,2,3,2,4,4,2,2,2,3,4,4,2,3,3,4,3,4,4,2,4,1,20,3,19,0,0,0,0,1,0,0,0,0,8,7,Subject suspected that the letter was not written by a past participant although they do not believe this suspicion affected what they said in the questionnaire. ,0,0,1
620,1,1,Brooklyn,understanding,dissapointed ,aware,,0,,1,1,5,1,2,2,1,1,1,1,4,1,2,1,2,3,1,2,1,1,1,5,excited,sad,dissapointed,,1,1,5,5,5,1,1,5,1,5,1,1,1,1,5,5,5,5,1,1,1,1,1,2,5,5,1,1,3,5,1,1,1,1,2,4,4,4,4,1,1,2,5,3,3,3,3,3,4,4,3,1,4,3,2,1,5,3,3,3,5,2,1,5,1,2,5,1,5,2,18,5,19,1,0,1,0,0,0,0,0,0,8,7,Subject found it very difficult to remain objective when the questions were asking about how the other person feels.,0,0,0
628,2,2,Brooklyn,Sympathetic frustration,Slight indifference,I can relate,Slight indifference because of the way it was written; she didn't convey her feelings well. I've been in similar situations where I had to depend on somebody and they failed me; so I can imagine the way she must be feeling. That's something that would still haunt me in a similar fashion; even years removed from the situation.,0,,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,Anguish,Resentment,Regret,,1,4,2,5,4,1,2,4,1,1,1,1,4,1,4,4,5,4,4,3,2,1,3,5,2,2,1,3,4,2,1,4,5,2,5,4,4,1,4,2,3,5,4,3,1,3,4,5,4,5,2,3,4,4,4,2,5,4,5,4,5,4,2,1,1,2,1,4,3,3,20,7,19,1,0,0,0,0,0,1,0,0,8,7,no comment,0,0,0
710,2,2,curtis,Sympathetic,Sad,Bitter,,0,,1,2,1,2,3,4,1,1,4,1,1,1,1,2,2,1,1,2,1,1,1,4,Bitter,Frustrated,Angry,,1,3,1,4,1,1,3,4,1,1,1,1,3,1,4,1,5,4,1,1,3,1,2,4,3,5,NA,2,3,2,2,3,5,1,5,2,2,1,5,1,2,5,5,4,2,3,5,4,4,5,2,1,4,3,2,1,4,3,5,5,5,2,3,5,1,3,5,2,4,2,19,5,19,1,0,1,0,0,0,0,0,0,8,8,,0,0,0
713,2,1,Curtis,Sad,Sorry for Melissa,,She missed her best friends bachlorette party; and she is the maid of honor. I just feel bad for her!,0,,1,3,1,1,3,1,1,1,1,1,2,1,4,1,2,1,1,5,1,1,1,5,Starts happy ,Ends sad,,,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,5,1,1,2,1,1,2,5,4,1,2,1,4,4,1,5,2,1,3,4,1,1,4,4,1,4,2,2,2,5,2,5,4,2,2,4,5,5,3,3,3,2,3,3,3,3,5,1,5,5,1,5,1,23,3,19,0,0,0,0,1,0,0,0,0,7,8,,0,0,0
714,1,1,Curtis,Pity,Sadness,Helplessness,It's truly sad that even though all the necessary precautions were taken for something to happen; it didn't.  I kind of want to give the writer of this letter a hug; even though I know it won't do much to change the facts.,0,,1,1,1,1,4,2,1,1,1,1,1,1,1,1,4,1,2,5,1,2,1,4,Sadness,Helplessness,Bitterness,Although she points out that she trusted her one friend to drive her; she seems to regret that she did.  She is very sad that a once-in-a-lifetime opportunity was lost because of a technical difficulty.,1,2,1,3,2,1,1,2,1,1,1,1,1,1,5,2,4,5,1,4,3,1,2,3,4,4,1,2,3,3,3,4,5,3,3,4,5,3,3,3,3,5,4,5,1,1,5,4,4,2,1,2,5,5,5,1,2,4,5,5,4,4,2,5,1,5,2,1,2,1,21,6,19,1,0,0,0,1,0,1,0,0,7,7,,0,0,0
716,2,2,Curtis,pity,impatient,frustrated,In this letter; a girl's friend lied to her about getting his car repaired and this led to the car breaking down on a road trip. Because of this; the girl could not go to her friend's bachelorette party. And she was the maid of honor so she had planned it all too!,0,,1,2,1,1,4,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,4,frustration,sadness,anger,She is frustrated that she missed an important event that she planned; sad that she didn't get to spend her friend's bachelorette party with her; and angry with her friend whose car broke down because he lied about getting it fixed.,1,2,1,3,2,1,2,3,1,NA,1,1,3,1,4,2,4,4,2,3,4,1,2,5,2,3,1,3,4,1,2,2,4,3,5,1,2,1,4,1,2,4,5,4,1,1,4,5,5,5,1,2,4,1,4,1,5,4,5,4,4,4,3,4,1,3,5,3,5,3,21,5,19,1,0,0,0,1,0,0,0,0,8,8,,0,0,0
718,1,2,Curtis,tired,hungry ,sad,I explained tired because I did not get much sleep last night. Hungry because I am going to eat after this and I am thinking about food and sad because I wrote about something dear to my heart.,0,,3,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,3,upset,frustrated,disappointed,The writer had to go through so much in order to make sure that the baccalaureate party was perfect and in the end everything went down hill and she was not able to go   ,1,2,3,3,1,1,1,3,1,1,1,1,3,1,3,1,3,4,1,1,1,1,1,3,2,4,1,2,3,1,1,2,4,1,3,1,3,1,NA,1,2,2,3,3,2,2,2,3,3,3,2,4,4,2,3,4,3,3,4,3,3,2,4,2,2,4,3,2,3,2,20,4,19,1,0,0,1,1,0,0,0,0,4,1,"To remain objective; subject thought ""about what I was going to do after this"" study. ",0,0,0
