StartDate,EndDate,SubjectID,pt_cond,emot_cond,exper,mainfeel1,mainfeel2,mainfeel3,mainfeelexpl,happy,shocked,hope,angry,comp,interest,disgust,mad,curious,afraid,grateful,proud,surprise,amused,down,worried,frust,sad,embarrass,guilty,selfanger,symp,mfeel1,mfeel2,mfeel3,mfeelexpl,mhappy,mshock,mhope,mangry,mselfanger,minterest,mdisgust,mmad,mcurious,mafraid,mgrateful,mproud,msurprise,mamused,mdown,mworried,mfrust,msad,membarrass,mguilty,pleas,selfag,targag,otherag,sitag,mixag,selfpow,targpow,othpow,noonepow,sitcont,immoral,m_pleas,m_selfag,m_otherag,m_sitag,m_mixag,m_selfpow,m_otherpow,m_noonepow,m_sitpow,m_immoral,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_10,iri_11,iri_15,iri_29,iri_30,iri_32,iri_33,iri_34,iri2_19,iri2_22,iri2_23,iri2_24,iri2_25,iri2_28,iri2_35,iri2_36,iri2_37,iri2_38,iri2_39,iri2_40,iri2_41,iri2_42,ssc,ideol,age,gender,female,black,asian,latino,white,other_race,mideast,natam,pacisl,mom_ed,dad_ed,expcomment,PI_note,suspicious,concussion,blameotherpersonproblem,language,inattention,openendedproblem,experimentererror
11/19/14 11:32,11/19/14 11:57,110,2,1,tia,sympathy,frustration,,,1,2,1,3,1,1,1,3,1,1,1,1,1,2,2,1,2,2,2,1,1,4,sad,hopeless,disappointment,,1,2,1,4,2,2,2,4,1,3,1,2,1,1,4,4,4,5,3,2,4,1,2,3,4,4,1,2,4,2,4,3,4,3,2,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,4,20,female,1,0,1,0,0,0,0,0,0,7,7,thought the study was about how one resolved conflict by taking someone else's perspective. ,,0,0,0,0,0,0,0
1/29/15 10:31,1/29/15 11:10,709,1,2,Curtis,Disgust,Confusion,Disbelief,I don't understand why a friend would lie about this particular thing. Lying about not getting his car fixed seems like the worst thing. Why wouldn't he have just gotten repairs? If the guy would have just gotten the repairs then the entire situation wouldn't have even occured,1,3,1,1,1,3,5,1,4,1,1,1,4,2,1,1,2,1,1,1,1,1,Anger,Disbelief,,,1,4,1,5,2,1,4,5,2,1,1,1,4,1,2,2,5,3,1,1,3,1,1,5,2,2,1,2,5,1,1,3,5,1,5,1,2,1,5,1,1,5,2,2,2,5,1,3,2,5,4,2,5,5,2,4,2,1,1,3,2,1,3,3,2,5,4,2,2,1,21,2,18,male,0,0,0,0,1,0,0,0,0,7,7,"To remain objective subject ""watched"" the situation as a third party.",,0,0,0,0,0,0,0
2/3/15 10:27,2/3/15 11:04,715,1,1,Curtis,,,,It was an unfortunate event; so I know intellectually to feel bad for her; but I think it's funny- maybe tragically- that the replaced car part was defective. But overall I don't feel any different before or after the letter. ,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,,,,She was angry and frustrated about the car breaking down and probably regretful about missing her friend's bachelorette party.,1,3,1,5,4,1,1,5,1,1,1,1,4,1,4,4,5,4,1,2,4,1,1,1,5,2,1,1,1,4,4,1,5,3,2,2,2,2,2,4,4,1,4,4,2,2,4,3,4,3,3,2,4,4,3,2,4,2,4,4,4,2,1,3,2,3,4,3,4,3,21,6,21,Female,1,0,0,0,1,0,0,0,0,8,3,"To remain objective subject said that it was easy because ""the writing wasn't emotional"" and ""I thought the car breaking down was funny so; that allowed me to distance myself more"". ",,0,0,0,0,0,0,0
1/29/15 9:55,1/29/15 10:31,708,1,2,Curtis,annoyed,upset,angry,The letter reminds me of a time my friend lied to me and also ended up ruining important plans of mine.,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,upset,very angry,hurt,The letter writer feels betrayed by the friend who had promised to take her and is also angry in general because of the fact that she missed the bachelorette party.,1,3,1,5,1,4,2,5,1,1,1,1,2,1,4,3,5,4,1,2,3,1,2,5,2,3,1,2,5,1,1,3,5,1,5,1,1,1,5,1,1,5,1,4,1,1,4,2,5,3,2,2,4,4,4,2,2,3,5,3,5,2,2,3,1,4,4,2,3,1,23,5,18,female,1,0,0,0,1,0,0,0,0,8,8,"To remain objective subject said that subject repeated the thought ""I don't know this person"". Subject also said  remaining objective was difficult.  ",,0,0,0,0,0,0,0
1/30/15 10:56,1/30/15 11:36,712,1,2,Curtis,Sad,Sympathetic,Upset,Her situation was very unfortunate.,1,1,5,1,3,3,1,1,2,1,2,1,1,1,4,1,2,4,1,1,1,5,Angry,Upset,Frustrated,,1,3,3,5,1,1,2,5,1,1,1,1,3,1,1,5,5,4,3,2,3,1,1,5,3,3,1,3,5,2,2,3,5,2,5,4,3,2,5,3,2,3,4,4,1,2,4,2,4,4,1,4,5,4,4,2,3,4,4,4,4,4,3,4,3,4,4,2,4,2,19,4,18,male,0,0,0,0,1,0,0,0,0,7,8,"To remain objective subject tried to ""not make it a big deal as she made it"".",,0,0,0,0,0,0,0
2/5/15 10:29,2/5/15 11:21,717,1,1,Curtis,Ambivalent,Unmoved,,Despite the fact that the reader felt sad about the experience that happened to her; I didn't really feel that sad about her story.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Sad,Frustrated,Disappointed,,1,2,1,1,1,1,1,3,1,1,1,1,1,1,4,2,3,5,1,2,4,1,2,4,3,5,1,3,3,3,3,1,4,2,3,4,4,2,2,2,4,1,3,5,3,2,4,3,4,4,2,1,4,3,2,3,4,3,5,3,5,2,2,4,2,2,2,3,4,1,21,5,18,Female,1,0,0,0,1,0,0,0,0,8,8,"To remain objective; subject said ""I don't know. I just read it"". ",,0,0,0,0,0,0,0
1/27/15 10:47,1/27/15 11:31,707,1,1,Curtis,Risky,Astounded,Unfortunate,She was being risky by driving with her friend to New York City. If she wanted to make sure that she would have been there at the bacholerette party; she should have taken a bus or a plane. If she planned this out properly; she would have been able to avoid this issue. To be honest; buses are usually on schedule and price range wise; it is not bad at all. This whole situation would have never happened if she planned properly.,3,4,2,1,4,4,2,3,4,1,3,3,4,2,2,2,3,3,4,1,2,3,Pain,Guilt,Sad,She missed the bachlerette party of her best friend. ,1,4,1,5,5,1,5,4,2,5,2,1,5,2,5,5,5,4,5,5,2,1,5,5,4,3,1,3,3,2,2,2,4,3,4,4,5,3,4,3,5,4,5,4,2,3,4,3,4,3,2,2,4,3,4,1,4,2,3,3,3,4,1,4,2,3,4,3,4,3,20,5,18,Male,0,0,1,0,0,0,0,0,0,7,7,"To remain objective; subject said that subject ""had to be mean"" and ""take away all emotion"". ",,0,0,0,0,0,0,0
1/27/15 10:05,1/27/15 10:47,706,1,2,Curtis,sympathetic,,,I'm sorry Melissa missed her best friend of 10 years' bachelorette party.  It sucks to be in that situation; but she did try everything she could have.,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,upset,frustrated,furious,,1,1,1,4,3,1,1,4,1,2,1,1,1,1,4,3,4,4,3,1,3,1,2,3,2,4,1,1,5,1,1,3,4,3,5,1,2,2,5,1,1,3,4,4,2,4,5,4,4,4,1,2,3,3,4,1,5,3,4,4,4,2,3,3,2,4,4,2,4,1,19,6,18,Female,1,0,1,0,0,0,0,0,0,4,8,To remain objective; subject said that subject tried to take the perspective of all parties mentioned in the letter. ,,0,0,0,0,0,0,0
2/5/15 10:59,2/5/15 11:29,718,1,2,Curtis,tired,hungry ,sad,I explained tired because I did not get much sleep last night. Hungry because I am going to eat after this and I am thinking about food and sad because I wrote about something dear to my heart.,3,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,3,upset,frustrated,disappointed,The writer had to go through so much in order to make sure that the baccalaureate party was perfect and in the end everything went down hill and she was not able to go   ,1,2,3,3,1,1,1,3,1,1,1,1,3,1,3,1,3,4,1,1,1,1,1,3,2,4,1,2,3,1,1,2,4,1,3,1,3,1,,1,2,2,3,3,2,2,2,3,3,3,2,4,4,2,3,4,3,3,4,3,3,2,4,2,2,4,3,2,3,2,20,4,19,Female,1,0,0,1,1,0,0,0,0,4,1,"To remain objective; subject thought ""about what I was going to do after this"" study. ",,0,0,0,0,0,0,0
1/16/15 12:23,1/16/15 12:49,229,1,2,Blake,Interested,confused,,,2,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,Anger,frustrated,,,1,2,1,4,2,1,1,4,1,1,1,1,1,1,1,1,4,2,4,4,2,1,2,5,2,5,1,3,2,1,1,2,4,2,5,1,4,2,2,1,1,2,1,1,3,3,2,1,3,2,3,2,4,4,4,2,2,2,3,4,3,1,3,2,2,3,2,2,1,1,18,6,18,Female,1,0,0,0,1,0,0,0,0,4,7,Way to remain objective: Read the story as a narrator/reminded herself it was of no consequence to her,,0,0,0,0,0,0,0
3/23/15 14:47,3/23/15 15:02,1414,0,2,Sophie,Empathetic,Angry,Annoyed,I feel bad for her because the friend lied to her.,3,4,3,4,2,2,2,4,2,1,2,3,4,2,1,2,4,1,1,1,1,5,Angry,Annoyed,Embarrased,,1,3,1,5,3,4,3,5,1,1,1,1,2,1,3,4,5,3,5,5,4,1,2,1,3,5,1,5,2,1,2,4,4,2,5,2,3,3,4,1,1,4,2,3,1,3,1,4,4,1,3,1,2,2,2,2,1,1,1,1,2,1,4,1,3,4,1,1,1,1,23,3,19,Male,0,0,0,0,1,0,0,0,0,8,8,We had technical difficulties with the computer and although I asked him to leave the room; the subject saw me put in his condition again.  ,,0,0,0,0,0,0,1
11/25/14 13:22,11/25/14 14:08,422,1,1,Sophie,Bored,Slightly saddened,Frustrated for the previous participant,The letter's pretty negative. Not very interesting though.,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,Frustration,Anguish,Guilt,The letter's pretty negative. Still not very interesting though.,1,4,2,2,3,3,1,3,1,1,1,1,3,1,4,3,5,5,1,2,3,1,1,1,5,1,1,1,1,5,5,1,4,2,1,3,1,4,3,3,2,1,2,4,2,1,5,1,4,2,3,3,5,2,3,2,3,5,3,4,3,3,4,5,3,2,3,2,4,2,20,4,30,Male,0,1,0,0,0,0,0,0,0,7,7,When asked if he thought there was more to the study than met the eye; he said that he thought the letter hadn't been written by a previous participant because some of the questions in the survey wouldn't have made sense unless we had known what he would be reding.,,0,0,0,0,0,0,0
12/9/14 13:07,12/9/14 13:39,435,1,2,Sophie,anxious,surprised,,surprised about how sad the story in the letter was; anxious feeling is unrelated to the letter but about an upcoming project presentation,1,3,1,1,4,1,2,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,angry,disbelief ,sadness,,1,4,1,5,3,1,3,5,1,3,1,1,4,1,5,3,5,5,2,3,3,1,2,5,1,3,1,2,5,1,1,4,5,1,5,2,4,2,4,1,1,4,4,2,1,1,5,5,2,2,3,3,4,3,2,2,5,2,4,4,4,3,3,2,3,3,3,2,3,2,20,3,21,female,1,0,0,0,1,0,0,0,0,8,8,When asked if she thought there was anything more to the study than met the eye; participant guessed that the letter wasn't written by a previous participant,,0,0,0,0,0,0,0
3/24/15 14:23,3/24/15 14:48,1417,0,1,Sophie,Sad,Empathetic,Disappointed,The person who wrote the letter had to miss her friend's bachelorette party so I feel bad for her.  ,2,1,2,1,2,2,1,1,3,1,2,1,1,1,2,1,1,3,1,1,1,3,Sad,Disappointed,Upset,,1,1,1,2,3,1,1,2,1,1,1,1,1,1,4,1,3,4,1,3,4,1,1,2,4,3,1,2,2,4,4,1,4,2,2,4,2,1,1,4,4,2,4,4,3,4,4,5,4,4,2,2,4,2,4,1,4,2,4,3,4,2,2,3,1,4,4,3,4,3,20,5,18,Female,1,0,0,0,1,0,0,0,0,7,7,When asked if she thought there was anything more to the study than met the eye; subject said she thought everyone got the same letter.,,0,0,0,0,0,0,0
2/3/15 16:00,2/3/15 16:25,469,1,2,Sophie,empathetic,interested,comfortable,,3,1,1,1,2,4,1,1,3,1,1,1,2,1,2,1,1,3,1,1,1,4,angry,upset,disappointed,,1,1,1,5,4,4,2,5,1,1,1,1,2,1,3,1,5,3,1,2,3,1,1,3,4,4,1,2,3,3,3,2,4,3,4,2,2,4,5,2,3,3,2,5,1,1,4,3,5,3,1,4,5,3,5,4,2,5,5,5,4,5,2,2,1,3,2,3,3,3,22,7,21,female,1,0,0,0,1,0,0,0,0,7,8,"When asked if she was able to remain objective; subject said ""for the most part.""; Subject thought everyone read the same letter",,0,0,0,0,0,0,0
1/28/15 10:14,1/28/15 10:52,609,1,2,Brooklyn,sad,disappointed,upset,It really sucks that she missed her friends party and they had wanted to go to New York. That is really sad,1,1,3,1,3,4,1,1,4,1,3,1,1,1,3,1,2,4,1,1,1,5,Angry,Sad,Wishful,,1,1,2,3,4,1,1,3,1,2,1,1,1,1,5,5,5,5,1,4,3,1,3,4,4,5,1,3,4,1,3,1,5,4,4,3,4,2,3,2,3,1,2,5,3,2,2,4,5,4,2,2,3,1,4,2,3,3,5,3,4,3,2,2,5,1,1,4,2,4,20,5,18,Female,1,1,0,0,0,0,0,0,0,7,3,While reading the letter; the subject was pretty sure the letter was not written by a past participant.  Discard data? /  / Subject found it extremely difficult to remain objective but was able to do so by not thinking about Melissa's emotions while reading the letter.,,0,0,0,0,0,0,0
1/29/15 14:49,1/29/15 15:48,461,2,1,Sophie,Sad,Sympathetic,Pity,The participant missed her best friend's bachelorette party due to a car breaking down on the way to NYC. At the point of writing this letter; she was still upset. It is so unfortunate; especially she really wanted to go and tried her best.,1,1,2,2,4,1,1,2,1,1,1,1,1,1,2,1,2,4,1,1,1,5,Upset,Mad,Disappointed,This was her 10 years best friend's bachelorette party that she had missed; and she was the maid of honor. There was nothing she could do to get to the party.,1,1,1,4,2,1,1,3,1,1,1,1,1,1,5,2,4,5,1,3,4,1,1,2,4,3,1,1,2,3,4,1,5,1,2,3,4,1,1,3,4,1,3,4,4,2,5,4,5,3,2,1,3,3,3,1,3,2,5,3,4,2,2,4,1,4,5,2,4,2,20,3,22,F,1,0,1,0,0,0,0,0,0,2,7,,,0,0,0,0,0,0,0
1/30/15 10:30,1/30/15 10:56,711,2,1,Curtis,sympathy,sad,,I feel sad that the participant missed the event as she described; and if this happened to me I would feel the same way.,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,5,excited,sad,emotional,The writer started out excited; then became sad,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,5,1,1,2,1,1,3,2,2,1,2,3,1,1,1,4,1,2,4,2,1,1,3,3,1,4,4,2,1,3,4,4,1,1,2,5,4,5,2,2,5,4,5,3,4,1,2,1,4,2,2,2,2,19,3,20,F,1,0,0,0,1,0,1,0,0,7,2,,,0,0,0,0,0,0,0
3/12/15 13:32,3/12/15 13:55,742,0,1,Curtis,sympathy,content,,After reading the letter; I felt sorry for the participants experience because it wasn't a happy one. I feeling content with my situation in the lab and having complete the assignment.  ,3,1,1,1,1,3,1,1,1,1,3,1,1,3,1,1,1,1,2,1,3,4,sad,angry,frustrated,,1,2,1,5,3,1,1,5,1,1,1,1,1,1,4,4,5,5,1,1,1,1,3,5,3,4,1,5,5,2,2,1,5,3,3,4,4,2,4,5,4,2,5,5,2,2,3,2,4,3,2,5,4,4,3,3,4,2,1,4,2,5,2,3,2,4,2,2,2,2,18,6,18,f,1,0,0,0,1,0,0,0,0,7,7,,,0,0,0,0,0,0,0
4/13/15 15:22,4/13/15 16:26,1439,0,1,Sophie,sympathetic,sad,,I feel bad that melisa wasn't able to make it to her friends party. That is a really unfortunate situation and wish that hadn't happened,2,1,2,1,4,2,1,1,2,1,1,1,2,1,2,2,3,3,1,2,2,4,sad,depressed,upset,,1,2,1,3,2,1,2,4,1,1,1,1,1,1,5,3,4,5,2,2,2,1,1,4,5,4,1,2,4,2,2,4,4,2,4,4,4,2,4,2,2,2,3,4,2,1,4,2,4,4,1,2,4,3,2,2,2,3,5,4,5,3,2,2,1,4,4,2,4,2,21,3,22,F,1,0,1,0,0,0,0,0,0,8,8,,,0,0,0,0,0,0,0
11/23/15 11:11,11/23/15 11:39,2218,0,2,Alina,relate-ability ,feel bad,angry,I found myself able to connect to this person's recent experience.  I don't feel angry towards anyone; I just found myself relating her experience to ones that I have had to further understand what t is that she is feeling. ,2,4,2,4,2,4,2,3,3,1,2,1,4,3,1,1,2,2,1,1,1,4,Anger,Shocked,Sad,What she descibed was a time where a friend had lied to her.  She expressed that she was fuming; and I think it is well justified,2,4,1,5,1,1,4,5,2,1,1,1,4,1,2,2,5,4,4,4,2,1,2,5,3,3,1,3,5,2,2,3,4,1,5,2,2,2,5,1,1,3,5,5,2,1,4,4,4,4,2,1,5,3,4,1,3,4,4,4,4,4,2,4,1,4,3,2,4,1,21,4,19,F,1,0,0,0,1,0,0,0,0,1,7,,,0,0,0,0,0,0,0
11/10/14 17:33,11/10/14 17:48,202,2,1,Blake,Sad,Disappointed,Distressed,,3,1,1,1,4,3,1,1,3,1,1,1,1,1,3,1,2,4,1,1,1,5,Sad,Disappointed,Frustrated,,1,1,1,2,1,1,1,3,1,1,1,1,1,1,5,2,5,5,1,4,2,1,1,1,5,2,1,1,1,4,4,1,5,1,1,5,2,2,2,4,5,1,4,5,1,1,4,2,5,3,1,2,4,2,4,2,4,4,5,5,5,4,2,4,1,4,4,2,4,1,21,5,19,female,1,0,0,0,1,0,0,0,0,8,7,,,0,0,0,0,0,0,0
11/12/14 16:30,11/12/14 17:26,205,1,1,Blake,sympathetic,sad,jealous,jealous that she has a good enough friend to come bring her back to ann arbor after being a quarter of the way to NYC,1,2,3,1,4,4,1,1,4,1,3,1,3,1,2,1,1,4,1,1,1,5,sad,upset,left out,,1,5,1,5,4,1,1,4,1,1,2,1,5,1,5,3,5,5,4,4,3,1,3,5,2,5,1,4,5,1,2,1,5,3,4,,4,3,4,1,2,1,1,3,1,3,4,2,4,5,3,4,4,4,4,3,2,4,4,3,2,2,4,3,3,4,3,2,1,1,19,3,18,female,1,0,0,0,1,0,0,0,0,8,1,,,0,0,0,0,0,0,0
11/17/14 16:49,11/17/14 17:30,209,1,1,Blake,sympathetic,sad,frustrated ,I feel sad that Melissa missed her best friend's bachelorette party due to a friend's car troubles. It is really unfortunate that the car was replaced with a defective part; and that was the reason that she couldn't make it to New York.,2,1,1,3,4,4,1,2,3,1,1,1,1,1,3,2,4,4,1,1,1,4,sad,angry,resentful,Melissa feels sad that she missed her friend's bachelorette party; and is probably angry at whoever replaced her friend's broken car part with another defective part. She probably resents her friend with the broken car a little bit; even though he couldn't go to New York; either; and it was not his fault that the car was broken.,1,3,1,5,4,3,1,4,1,1,1,1,3,1,5,3,5,5,1,4,5,1,2,4,4,5,1,4,3,2,1,2,5,3,5,4,4,2,4,4,3,4,5,5,1,1,4,3,4,2,5,1,3,3,4,1,2,4,4,4,5,5,1,4,1,3,4,2,5,2,22,6,18,Female,1,0,0,0,1,0,0,0,0,8,7,,,0,0,0,0,0,0,0
11/17/14 17:04,11/17/14 17:47,210,2,2,Blake,empathetic,confused,intrigued,,2,3,1,1,1,5,1,2,4,1,2,1,4,3,2,2,1,2,1,1,1,5,angry,upset,disbelieving ,,1,5,1,5,3,1,2,5,1,2,1,1,5,1,4,2,5,4,4,2,3,1,3,4,1,3,1,3,5,5,4,3,3,4,4,3,3,4,3,4,1,2,5,5,3,2,5,5,4,3,2,4,4,2,5,2,5,3,4,2,2,3,3,5,2,3,5,4,4,3,21,5,18,Female,1,0,0,0,1,0,0,0,0,8,8,,,0,0,0,0,0,0,0
11/18/14 17:21,11/18/14 17:38,211,2,2,Blake,upset,annoyed,dissapointed,,1,1,1,3,4,3,1,4,1,1,1,1,2,2,2,1,4,3,1,1,1,4,mad,dissapointed,frustrated,,1,4,1,3,1,1,1,4,1,1,1,1,3,1,4,3,5,3,2,1,3,1,4,2,1,3,1,4,3,1,1,2,3,3,1,2,2,4,3,1,1,3,4,2,3,5,2,4,4,2,4,4,4,4,3,2,2,1,3,5,2,3,1,1,4,5,2,1,2,2,23,6,18,female,1,0,0,0,1,0,0,0,0,7,8,,,0,0,0,0,0,0,0
11/18/14 18:04,11/18/14 18:33,213,2,1,Blake,dissapointed,sad,stressed,My cousin just recently got married so it's easy for me to imagine missing her bachelorette party and I would be feeling the same things as the girl who wrote the letter I read. ,1,1,1,3,5,2,1,4,3,1,5,1,1,1,2,1,2,4,1,1,1,5,sad,disbelief ,upset,,1,2,1,1,2,1,1,2,1,1,1,1,1,1,5,2,3,5,1,1,3,1,2,5,4,5,1,3,4,1,1,1,5,4,5,3,5,1,4,1,1,5,4,2,4,2,4,4,4,3,2,3,3,3,3,2,3,3,3,2,2,2,3,4,1,3,4,2,4,2,21,2,20,Female,1,0,0,0,1,0,0,0,0,7,8,,,0,0,0,0,0,0,0
11/24/14 17:37,11/24/14 17:49,220,1,2,Blake,Tired,Stressed,Confused,The letter did not create a lot of new feelings,2,1,1,2,1,3,1,1,3,1,1,1,1,1,2,1,3,3,1,1,1,4,Angry,Sad,Frusterated,,1,4,1,5,2,1,3,5,1,1,1,1,1,1,3,2,5,4,1,1,2,1,2,5,1,2,1,3,5,1,1,3,5,1,5,1,1,,5,1,1,5,4,4,2,2,4,4,5,3,1,3,4,3,4,1,4,4,5,4,4,4,2,4,1,3,3,3,4,3,20,2,18,Female,1,0,0,0,1,0,0,0,0,7,8,,,0,0,0,0,0,0,0
1/16/15 11:50,1/16/15 12:23,228,2,2,Blake,Sorry for the girl,Upset,Happy,I'm happy because I love weddings and her best friend is getting married; and I'm upset for the girl and her troubles.,3,3,2,2,5,3,1,2,1,1,1,1,4,2,2,1,3,3,1,1,1,5,Upset,Angry,Shocked,She was mostly angry at her friend who lied.,1,4,1,5,1,1,3,5,1,1,1,1,4,1,4,3,5,4,1,1,5,1,1,5,2,2,1,2,5,2,2,4,5,1,5,1,2,2,5,1,1,4,5,5,3,3,5,4,4,5,1,1,4,4,2,1,3,3,5,3,5,2,4,5,1,5,5,1,5,2,20,5,18,Female,1,0,0,0,1,0,0,0,0,4,7,,,0,0,0,0,0,0,0
1/20/15 10:24,1/20/15 10:47,231,2,1,Blake,sympathy,frustration,sad,Mostly I feel sympathetic toward Melissa's experiences because I know that in that circumstance I would be upset as well; especially because it seemed that nothing worked out.,1,1,1,2,5,3,1,2,1,1,1,1,2,1,4,2,3,4,1,1,1,5,frustration,sadness,anger,,1,1,1,3,1,1,1,3,1,1,1,1,2,1,5,2,5,5,2,1,4,1,2,3,5,5,1,3,5,2,1,1,5,1,3,3,4,1,4,2,2,2,5,4,1,2,2,4,5,2,3,4,5,2,5,4,3,2,3,5,4,5,2,1,1,4,1,2,4,1,20,5,19,female,1,0,1,0,0,0,0,0,0,3,8,,,0,0,0,0,0,0,0
1/20/15 16:30,1/20/15 16:51,235,1,2,Blake,neutral,amused,entertained,,1,2,1,1,2,3,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,3,angry,frustrated,disappointed,,1,4,1,4,1,1,1,4,1,1,1,1,4,1,4,1,4,3,1,1,1,1,1,4,2,4,1,2,4,1,1,2,4,1,4,1,3,1,4,1,1,4,3,4,2,2,3,3,4,4,2,4,4,3,4,3,3,3,4,4,4,3,3,2,2,3,3,2,2,2,19,5,18,female,1,0,1,0,0,0,0,0,0,7,8,,,0,0,0,0,0,0,0
1/21/15 11:51,1/21/15 12:32,236,2,1,Blake,empathy,sad,wishing I could help,She wasn't able to make it to her best friend's bachelorette party because the car she was in broke down along the way. I can relate to this as I was in my best friend's wedding last year; and if I had missed the bachelorette party I would've been devastated; just like the past participant was. I wish I could've helped her get to New York; because I feel bad that this unfortunate event happened.,1,1,2,3,4,2,1,3,3,1,4,1,2,1,2,2,3,5,1,2,1,5,in denial,upset,angry,She says near the end of the letter that she is tearing up just thinking about it and that she still can't believe that she missed it.,1,4,1,5,4,1,1,5,1,1,1,1,4,1,5,3,5,5,2,4,3,1,2,5,4,5,2,3,5,2,3,1,5,3,5,2,2,3,5,2,2,1,5,5,1,2,5,4,5,3,2,2,5,5,5,2,2,5,5,5,5,5,1,4,1,5,5,1,4,1,18,5,19,Female,1,0,0,0,1,0,0,0,0,7,3,,,0,0,0,0,0,0,0
1/21/15 12:32,1/21/15 13:04,237,2,1,Blake,Disappointed,Excluded,Anger,Ultimately my feeling is that of  fear of missing out. And anger for all the people who had let her down.,1,2,1,4,2,2,1,4,2,1,1,1,2,1,4,1,4,3,1,1,1,4,Upset,Disappointed,Deprived,She was disappointed that she missed out on such an important event; and still upset about the sitatuin,1,3,1,5,3,1,1,4,1,1,1,1,3,1,5,3,5,5,2,3,3,1,2,4,4,4,1,3,3,3,3,1,4,2,4,4,3,2,3,3,3,2,4,4,2,2,1,4,4,5,2,4,5,4,5,4,4,4,1,5,4,4,2,3,2,4,2,1,4,1,22,2,18,female,1,0,0,0,1,0,0,0,0,7,7,,,0,0,0,0,0,0,0
1/22/15 10:58,1/22/15 11:25,239,1,1,Blake,intrigued,unsure,neutral, I feel like this because the way she wrote about she felt was less prevalent to the story than the story itself and so the ending felt abrupt and it seemed less genuine in my opinion. ,3,1,1,1,2,3,1,1,3,1,2,1,2,1,1,1,1,2,1,1,1,3,Upset,Shocked,,,1,2,1,2,2,4,1,2,1,1,1,1,2,1,5,3,4,5,1,2,2,1,1,2,4,5,1,2,2,1,2,1,4,2,2,3,4,1,2,2,2,1,4,2,2,3,4,2,4,2,3,2,5,4,4,2,2,3,3,4,3,3,2,2,2,4,2,2,4,1,21,5,18,Female,1,0,0,0,1,0,0,0,0,8,8,,,0,0,0,0,0,0,0
1/27/15 10:14,1/27/15 10:59,242,2,2,Blake,upset,anger,sympathy,I can't believe that the writer's friend let her down like that. The friend was dishonest and it upsets me that her friend lied and it ended up in upsetting consequences for the writer. ,1,3,2,3,5,2,1,2,3,1,2,1,2,1,2,2,4,2,1,1,1,5,angry,upset/sad,betrayed,I think the writer is upset about her friend letting her down and possibly betrayed because the writer's friend lied to her. If I were in her shoes; I don't know exactly how I would handle the situation because clearly it seems that the friend either didn't care about the consequences of his or her actions and how they affected the writer; or the friend was oblivious to the fact that his or her actions significantly affected and hurt the feelings of the writer.,1,2,2,5,1,1,2,5,1,1,1,1,2,1,4,2,5,5,1,1,4,1,1,5,2,2,1,4,4,1,1,4,5,1,5,2,1,1,5,1,1,5,3,5,1,2,5,1,5,2,1,1,5,3,5,1,2,3,5,5,5,3,2,4,1,4,4,1,4,3,20,2,21,female,1,0,0,0,1,0,0,0,0,7,7,,,0,0,0,0,0,0,0
1/27/15 11:30,1/27/15 11:52,244,2,1,Blake,sympathetic,diasspointed,sad,,1,1,1,1,4,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,4,excited,very disappointed,very sad,The writer was very excited at first and planned everything accordingly; but then everything went wrong because she couldn't go to her best friend's bachelorette party.,1,1,3,2,1,1,1,2,1,1,3,4,1,1,5,1,4,5,1,1,3,1,2,3,5,5,1,3,5,3,3,1,4,1,3,5,5,2,3,4,3,1,5,5,1,1,4,2,4,3,1,1,5,2,5,1,4,5,5,5,5,4,4,4,1,5,5,1,5,2,23,3,19,Female,1,0,1,0,0,0,0,0,0,8,8,,,0,0,0,0,0,0,0
1/28/15 12:00,1/28/15 12:38,247,1,2,Blake,Annoyed,Nonchalant,,I feel annoyed on the writer's behalf but since it does not affect me; I do not have any strong emotions towards it.,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Frustration,Anger,Spite,,1,2,1,5,2,1,3,5,1,1,1,1,1,1,2,2,4,2,2,1,4,1,2,3,3,5,1,2,4,1,1,2,2,4,1,2,2,4,2,2,2,2,3,5,2,3,2,4,4,4,1,1,3,3,4,3,2,2,5,2,3,2,5,2,2,5,3,2,4,1,20,5,22,female,1,0,1,0,0,0,0,0,0,7,8,,,0,0,0,0,0,0,0
